invoice_number,vendor_id,vendor_name,vendor_category,country,city,po_number,department,invoice_date,due_date,payment_terms,currency,amount,tax_rate,tax_amount,invoice_status,created_timestamp,is_fraud,fraud_type
INV-006417-7B7C,VEND-BF7F575F,Dugal-Kale Industries,Maintenance,India,Kota,PO-AED0ED53,IT,2024-07-09,2024-07-24,15,INR,22463.93,0.0614,1379.29,PENDING,2024-07-09T18:36:51,0,NONE
INV-004905-9861,VEND-41BE8CD1,"Contractor, Kamdar and Shroff",Raw Materials,USA,Arrah,PO-087608F1,HR,2024-08-29,2024-10-28,60,USD,118081.86,0.0599,7073.1,PAID,2024-08-29T17:44:44,0,NONE
INV-008589-D3A9,VEND-D1804190,Misra Group,Office Supplies,India,Katihar,PO-D29EFA83,HR,2024-05-28,2024-07-12,45,INR,6944.48,0.1096,761.12,PAID,2024-05-28T09:20:52,0,NONE
INV-008081-8F24,VEND-5CE64E5A,Ahuja PLC & Co,Packaging,India,Ahmedabad,PO-AF2C59C0,HR,2024-06-11,2024-06-26,15,INR,28872.33,0.0925,2670.69,PENDING,2024-06-11T12:12:20,0,NONE
INV-001607-5EFC,VEND-915C7C1C,Borra-Dhaliwal Enterprises,Maintenance,India,Sikar,PO-DD2F9E4F,Marketing,2023-07-10,2023-09-08,60,INR,9718.65,0.0893,867.88,PAID,2023-07-10T15:28:34,0,NONE
INV-902479-F701,VEND-0D3FFB10,Oza and Sons Pvt Ltd,Transportation,India,Dibrugarh,PO-2C2DA13D,Production,2024-09-16,2024-11-15,60,INR,500000.0,0.0695,34750.0,PAID,2024-09-16T07:06:05,1,ROUNDED
INV-008169-F232,VEND-DB0279CF,Singhal and Sons LLC,Transportation,India,Jaunpur,PO-0DCC9712,R&D,2024-03-27,2024-04-26,30,INR,7556.68,0.0952,719.4,PAID,2024-03-27T13:14:54,0,NONE
INV-005562-A086,VEND-305668C0,Garde-Viswanathan,Office Supplies,India,Siliguri,PO-221C6A2D,Procurement,2024-09-11,2024-10-26,45,INR,21104.32,0.0641,1352.79,PAID,2024-09-11T15:19:24,0,NONE
INV-009355-2F48,VEND-74CC4DBF,Bail-Nair,Office Supplies,India,Tadipatri,PO-08115394,Finance,2024-01-15,2024-04-14,90,INR,15199.28,0.1064,1617.2,PAID,2024-01-15T16:23:37,0,NONE
INV-011644-627B,VEND-93E81CEE,"Mandal, Setty and Bobal",Furniture,India,Bilaspur,PO-AA9BF2A0,Procurement,2023-01-09,2023-01-24,15,INR,55658.34,0.1477,8220.74,PAID,2023-01-09T14:43:32,0,NONE
INV-005769-3B81,VEND-5D5914AD,Murthy and Sons Traders,Packaging,India,Tenali,PO-F7D3FD90,Marketing,2024-08-30,2024-09-29,30,INR,44435.36,0.1128,5012.31,PENDING,2024-08-30T10:21:08,0,NONE
INV-004046-CFFC,VEND-FFD514B8,"Wali, Kale and Puri",Machinery,USA,Malda,PO-60128FDB,Operations,2023-03-01,2023-03-16,15,USD,422331.1,0.1335,56381.2,OVERDUE,2023-03-01T16:00:49,0,NONE
INV-001920-8C27,VEND-87311548,Bath Ltd LLC,Office Supplies,India,Bhagalpur,PO-4354141C,Procurement,2024-07-24,2024-09-22,60,INR,13139.74,0.0849,1115.56,APPROVED,2024-07-24T15:28:23,0,NONE
INV-010406-4F88,VEND-2721C341,Rai Inc,Furniture,India,Hapur,PO-846E7DEE,R&D,2023-12-27,2024-03-26,90,INR,51318.37,0.1298,6661.12,APPROVED,2023-12-27T18:58:41,0,NONE
INV-002484-B3F4,VEND-874D014F,Chaudry-Deo,Packaging,India,Gaya,PO-E7931EB7,IT,2024-08-19,2024-11-17,90,INR,16241.41,0.0616,1000.47,APPROVED,2024-08-19T17:56:03,0,NONE
INV-000738-E407,VEND-521CAFDD,Rastogi-Pathak Pvt Ltd,Office Supplies,India,Durgapur,PO-5B0233DE,R&D,2024-05-27,2024-07-11,45,INR,6728.83,0.0505,339.81,PAID,2024-05-27T17:57:17,0,NONE
INV-001569-FF22,VEND-26AE7489,Wagle Ltd,Transportation,India,Jorhat,PO-ACC10875,Marketing,2023-12-05,2024-01-04,30,INR,6126.03,0.1058,648.13,PAID,2023-12-05T18:16:46,0,NONE
INV-008604-5445,VEND-40EB18B7,Roy-Sibal Traders,Maintenance,USA,Navi Mumbai,PO-0017BF3C,Facilities,2023-12-20,2024-01-04,15,USD,32741.78,0.0674,2206.8,PAID,2023-12-20T11:51:29,0,NONE
INV-011935-852B,VEND-DB982467,"Nigam, Gill and Shetty",Consulting,India,South Dumdum,PO-9B6F5F17,Finance,2023-06-29,2023-07-29,30,INR,211972.1,0.18,38154.98,APPROVED,2023-06-29T16:40:49,0,NONE
INV-000163-8929,VEND-E20F3EAB,"Bains, Randhawa and Kumar Industries",Office Supplies,Germany,Bellary,PO-42079EC4,Logistics,2024-07-08,2024-07-23,15,EUR,17278.26,0.073,1261.31,PAID,2024-07-08T17:00:11,0,NONE
INV-001815-84B7,VEND-3426F2DA,Sathe-Kala,Packaging,India,Gulbarga,PO-DF34218E,Marketing,2023-09-14,2023-09-29,15,INR,12734.83,0.0528,672.4,PENDING,2023-09-14T14:32:40,0,NONE
INV-009099-555A,VEND-345C55B6,"Deshpande, Boase and Majumdar & Co",Packaging,India,Mau,PO-EC86584C,Procurement,2024-01-19,2024-03-04,45,INR,33201.67,0.0888,2948.31,PAID,2024-01-19T16:49:26,0,NONE
INV-010051-C3EB,VEND-5D90010F,Cheema-Dyal Industries,Office Supplies,India,Bulandshahr,PO-1EAE3536,Procurement,2024-09-23,2024-12-22,90,INR,16645.99,0.0592,985.44,PAID,2024-09-23T11:20:03,0,NONE
INV-001581-CE77,VEND-8C5D00DA,"Dube, Garg and Nazareth & Co",Maintenance,India,Bhopal,PO-A9052FD5,IT,2023-01-18,2023-02-17,30,INR,8560.7,0.0621,531.62,PAID,2023-01-18T15:37:03,0,NONE
INV-006779-20EE,VEND-E0B1C0B1,"Barad, Gill and Sahni & Co",Maintenance,India,Vadodara,PO-64A7CD54,Facilities,2023-03-28,2023-05-27,60,INR,20950.99,0.0518,1085.26,PAID,2023-03-28T14:27:30,0,NONE
INV-007069-2EEB,VEND-3D10B80C,Dugar-Setty,Packaging,India,Firozabad,PO-353D87BD,Logistics,2024-05-14,2024-06-13,30,INR,25757.81,0.1085,2794.72,PENDING,2024-05-14T18:47:21,0,NONE
INV-001023-89CE,VEND-26B252C9,Bandi Group,Packaging,India,Sambalpur,PO-C2CEA9A6,Finance,2023-10-02,2023-11-16,45,INR,21243.78,0.0754,1601.78,PAID,2023-10-02T17:38:48,0,NONE
INV-007337-6341,VEND-C4AC9D6F,"Thaman, Sandhu and Sehgal Traders",Transportation,India,Fatehpur,PO-F61D648C,Facilities,2023-03-08,2023-05-07,60,INR,17044.59,0.1022,1741.96,PAID,2023-03-08T14:33:40,0,NONE
INV-001452-B8EA,VEND-E7C3CAD4,Dewan LLC,Office Supplies,Germany,Agartala,PO-FC8D6828,Procurement,2023-11-01,2023-11-16,15,EUR,15229.75,0.0565,860.48,PENDING,2023-11-01T11:00:37,0,NONE
INV-003169-3F2A,VEND-8D478F1F,Sule LLC Enterprises,Electronics,India,Salem,PO-38647CB0,Procurement,2024-10-01,2024-12-30,90,INR,63253.7,0.1658,10487.46,PENDING,2024-10-01T11:47:49,0,NONE
INV-010754-4276,VEND-68F79677,"Soni, Sood and Iyengar",Packaging,India,Pondicherry,PO-AF589B8A,Procurement,2023-08-11,2023-09-25,45,INR,21526.51,0.0979,2107.45,OVERDUE,2023-08-11T12:52:31,0,NONE
INV-003084-A741,VEND-3426F2DA,Sathe-Kala,Packaging,India,Gulbarga,PO-13495465,Marketing,2024-10-24,2024-11-08,15,INR,16797.76,0.0528,886.92,PENDING,2024-10-24T12:00:01,0,NONE
INV-007501-44D6,VEND-9C6DAFCE,Konda-Ravi,Maintenance,USA,Malda,PO-345C9DAF,Finance,2023-11-10,2024-01-09,60,USD,6704.05,0.1047,701.91,APPROVED,2023-11-10T17:33:21,0,NONE
INV-011870-D72F,VEND-5D90010F,Cheema-Dyal Industries,Office Supplies,India,Bulandshahr,PO-A6CDA82F,Operations,2024-11-22,2025-02-20,90,INR,14102.81,0.0592,834.89,PAID,2024-11-22T18:57:31,0,NONE
INV-008320-AE53,VEND-6F63470F,Baral Group,Electronics,India,Mahbubnagar,PO-100B0865,IT,2023-02-02,2023-05-03,90,INR,61168.49,0.137,8380.08,PAID,2023-02-02T18:22:35,0,NONE
INV-000254-E6BF,VEND-1871E88E,"Sur, Vyas and Morar & Co",Packaging,China,Muzaffarnagar,PO-D3A5E81D,IT,2024-08-08,2024-08-23,15,CNY,10399.87,0.1033,1074.31,OVERDUE,2024-08-08T18:18:16,0,NONE
INV-900891-DE27,VEND-9B1D0C72,"Sharaf, Dua and Saran",Packaging,China,Nagaon,PO-9A2C449E,Finance,2024-11-01,2024-12-31,60,CNY,27391.17,0.0779,2133.77,OVERDUE,2024-11-01T16:29:55,1,PO_MISMATCH
INV-010217-965B,VEND-14392CEA,"Mannan, Mital and Dugar",IT Services,India,Mirzapur,PO-5A02B4B3,Marketing,2023-01-25,2023-02-09,15,INR,278734.49,0.18,50172.21,APPROVED,2023-01-25T09:09:04,0,NONE
INV-005472-25C6,VEND-93FE32BC,Mohanty-Khatri Enterprises,Packaging,India,New Delhi,PO-F280E3ED,Production,2024-01-19,2024-02-18,30,INR,5450.34,0.0548,298.68,REJECTED,2024-01-19T18:27:49,0,NONE
INV-009051-184A,VEND-482DA0BD,"Dayal, Chadha and Bhatti",Furniture,India,Sikar,PO-15148F62,Logistics,2023-05-25,2023-06-24,30,INR,12520.0,0.1245,1558.74,PAID,2023-05-25T11:59:11,0,NONE
INV-003218-376C,VEND-3C80B016,Ratta-Kohli Pvt Ltd,Packaging,India,Kolkata,PO-F6CABC15,Operations,2024-04-12,2024-05-12,30,INR,5178.84,0.0753,389.97,PENDING,2024-04-12T12:40:39,0,NONE
INV-007108-8F4D,VEND-8E19D08C,Tata PLC,Office Supplies,Singapore,Kottayam,PO-86DE2439,Finance,2024-07-03,2024-08-02,30,SGD,17615.81,0.0991,1745.73,PAID,2024-07-03T11:51:27,0,NONE
INV-006448-DD27,VEND-5D10053C,"Chad, Ben and Dugal",Raw Materials,India,Tadipatri,PO-3DB67507,Finance,2023-04-06,2023-04-21,15,INR,165730.0,0.0536,8883.13,PAID,2023-04-06T18:27:00,0,NONE
INV-003385-2060,VEND-228204EA,"Walla, Chander and Thakkar Enterprises",Electronics,China,Guntakal,PO-170438C3,Finance,2024-09-11,2024-11-10,60,CNY,76159.33,0.1274,9702.7,PAID,2024-09-11T13:42:04,0,NONE
INV-005678-57F1,VEND-8B674B80,"Patel, Bir and Vora",Transportation,India,Pali,PO-CF8564BD,Logistics,2024-07-09,2024-09-07,60,INR,46222.21,0.1057,4885.69,PAID,2024-07-09T16:07:26,0,NONE
INV-000079-3451,VEND-CFBF42F8,Issac-Rajagopalan Enterprises,Consulting,Germany,Aligarh,PO-B778BC87,Operations,2023-01-12,2023-01-27,15,EUR,94880.93,0.18,17078.57,PAID,2023-01-12T17:14:34,0,NONE
INV-006216-067C,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-534B9A61,R&D,2024-01-10,2024-02-24,45,INR,15457.88,0.07,1082.05,PAID,2024-01-10T12:14:03,0,NONE
INV-003904-1643,VEND-7E599758,"Hari, Palla and Panchal Traders",Transportation,India,Noida,PO-F0D4E5DD,IT,2023-06-05,2023-07-20,45,INR,74870.48,0.113,8460.36,APPROVED,2023-06-05T10:41:20,0,NONE
INV-000017-385B,VEND-9B1D0C72,"Sharaf, Dua and Saran",Packaging,China,Nagaon,PO-9A2C449E,Finance,2024-11-11,2025-01-10,60,CNY,18932.22,0.0779,1474.82,APPROVED,2024-11-11T15:50:08,0,NONE
INV-001096-85A3,VEND-8C38EBF9,Bumb-Prasad Traders,Transportation,India,Bhopal,PO-E39ABFAA,Operations,2023-04-27,2023-06-26,60,INR,23646.08,0.0704,1664.68,PAID,2023-04-27T13:17:52,0,NONE
INV-902519-6BF2,VEND-D1804190,Misra Group,Office Supplies,India,Katihar,PO-D29EFA83,HR,2023-05-22,2023-07-06,45,INR,50000.0,0.1096,5480.0,PAID,2023-05-22T11:08:15,1,ROUNDED
INV-002691-1C71,VEND-874D014F,Chaudry-Deo,Packaging,India,Gaya,PO-B274BC3A,Production,2023-01-23,2023-04-23,90,INR,14839.32,0.0616,914.1,PENDING,2023-01-23T16:38:41,0,NONE
INV-003767-0D31,VEND-764623A1,"Bora, Bath and Sampath Traders",Raw Materials,USA,Rajkot,PO-14A9A691,Marketing,2023-02-28,2023-04-29,60,USD,52119.38,0.078,4065.31,PAID,2023-02-28T14:31:30,0,NONE
INV-001726-30FB,VEND-3C731E15,"Sahota, Edwin and Iyengar & Co",Transportation,India,Chandrapur,PO-DFBFF883,Production,2024-07-05,2024-10-03,90,INR,33224.68,0.0869,2887.22,PAID,2024-07-05T17:52:22,0,NONE
INV-010333-F2A4,VEND-9A8134F0,Khanna-Mitra Industries,IT Services,USA,Nashik,PO-5A873D6F,HR,2024-04-17,2024-06-01,45,USD,167412.06,0.18,30134.17,PAID,2024-04-17T13:46:40,0,NONE
INV-007059-F791,VEND-18969052,Pingle PLC & Co,Electronics,India,Chinsurah,PO-94C41312,Marketing,2023-08-07,2023-09-21,45,INR,25718.26,0.1678,4315.52,APPROVED,2023-08-07T10:35:29,0,NONE
INV-002015-D2D7,VEND-B4DD791D,"Dhawan, Rao and Bose",Raw Materials,India,Ujjain,PO-E6B02CCC,Finance,2023-03-10,2023-03-25,15,INR,303977.53,0.1013,30792.92,OVERDUE,2023-03-10T09:05:01,0,NONE
INV-010837-966E,VEND-E8C60174,Balay LLC Inc,Raw Materials,India,Agartala,PO-7F4D2FA3,Production,2023-08-23,2023-11-21,90,INR,53967.64,0.1115,6017.39,OVERDUE,2023-08-23T18:11:51,0,NONE
INV-003709-BA66,VEND-E24A2F17,Khosla-Tank Industries,Raw Materials,India,Ahmednagar,PO-B9A0971E,R&D,2023-06-28,2023-08-27,60,INR,413256.86,0.0928,38350.24,APPROVED,2023-06-28T18:52:25,0,NONE
INV-010605-69A2,VEND-B63F5D3A,Bakshi-Gola LLC,Transportation,India,Bulandshahr,PO-588C352E,Logistics,2023-03-27,2023-05-11,45,INR,40383.83,0.052,2099.96,APPROVED,2023-03-27T09:43:19,0,NONE
INV-002807-534D,VEND-51495554,Pant LLC Inc,Packaging,India,Parbhani,PO-944EEBA0,Logistics,2023-12-15,2024-03-14,90,INR,4708.5,0.1045,492.04,PAID,2023-12-15T09:40:41,0,NONE
INV-010042-23A6,VEND-81371C74,"Pandya, Bora and Ranganathan",Office Supplies,Germany,Junagadh,PO-4DCB3428,HR,2023-10-12,2023-10-27,15,EUR,5817.41,0.1035,602.1,PAID,2023-10-12T15:38:55,0,NONE
INV-011233-0213,VEND-3464D691,Kunda-Srinivas Traders,Machinery,UAE,Panihati,PO-DC7B3B9E,HR,2024-09-17,2024-10-02,15,AED,448703.62,0.141,63267.21,OVERDUE,2024-09-17T16:52:35,0,NONE
INV-007417-FFE9,VEND-1A886BA8,"Basu, Ratti and Sarna",Packaging,USA,Panvel,PO-96801DFB,Operations,2024-09-06,2024-09-21,15,USD,20850.62,0.1001,2087.15,APPROVED,2024-09-06T13:01:45,0,NONE
INV-901248-5806,VEND-3932EAFC,"Loyal, Naidu and Korpal Enterprises",Electronics,USA,Alwar,PO-561365F1,Logistics,2023-04-02,2023-04-17,15,USD,48883.69,0.1688,8251.57,APPROVED,2023-04-02T11:00:47,1,DUPLICATE_PO
INV-011727-7291,VEND-0F261EE0,Ravi Group,Electronics,India,Suryapet,PO-5FA2722D,IT,2024-10-11,2025-01-09,90,INR,17046.08,0.1391,2371.11,PENDING,2024-10-11T14:39:15,0,NONE
INV-011021-5CC4,VEND-FBF488A1,"Acharya, Naik and Suresh",Packaging,India,Gorakhpur,PO-67268724,IT,2024-01-18,2024-02-02,15,INR,8153.32,0.0909,741.14,PENDING,2024-01-18T12:01:36,0,NONE
INV-001145-C5BE,VEND-EF03AC5D,Sahota-Kothari Pvt Ltd,Office Supplies,India,Khammam,PO-9D5F8CB3,IT,2023-09-20,2023-11-04,45,INR,15695.49,0.1042,1635.47,PENDING,2023-09-20T12:35:37,0,NONE
INV-011422-51C4,VEND-43B1686D,Pandit Inc LLC,Office Supplies,India,Ichalkaranji,PO-B7CA0FBD,Marketing,2023-04-18,2023-05-03,15,INR,9521.85,0.0655,623.68,PENDING,2023-04-18T22:28:12,1,DUPLICATE
INV-003239-922A,VEND-3D10B80C,Dugar-Setty,Packaging,India,Firozabad,PO-017BA543,Production,2023-03-10,2023-04-09,30,INR,17549.2,0.1085,1904.09,PAID,2023-03-10T12:07:06,0,NONE
INV-004850-6E6E,VEND-51495554,Pant LLC Inc,Packaging,India,Parbhani,PO-50AEA99E,HR,2024-02-05,2024-05-05,90,INR,5188.25,0.1045,542.17,PAID,2024-02-05T18:06:56,0,NONE
INV-002463-F28F,VEND-0239D12E,"Vyas, Chander and Sampath",Office Supplies,USA,Surat,PO-5A92B6BE,Logistics,2024-04-23,2024-06-07,45,USD,7666.42,0.0916,702.24,PAID,2024-04-23T10:56:46,0,NONE
INV-000573-2568,VEND-274DE24F,Madan-Kanda,Furniture,India,Pimpri-Chinchwad,PO-2B504471,Production,2024-02-08,2024-05-08,90,INR,30529.39,0.1524,4652.68,PAID,2024-02-08T15:15:50,0,NONE
INV-009375-84AF,VEND-C796F9EF,Mammen-Bali LLC,Packaging,India,Bellary,PO-BBA0AF7C,HR,2024-02-22,2024-03-23,30,INR,34935.22,0.0927,3238.49,APPROVED,2024-02-22T13:46:46,0,NONE
INV-901652-E071,VEND-3D7FAC85,Barman LLC,Electronics,India,Thane,PO-7548F13C,Operations,2024-03-29,2024-05-28,60,INR,40379.8,0.1693,6836.3,PAID,2024-03-29T21:51:05.250211,1,BURST
INV-001323-E15B,VEND-0A1F5583,Shukla-Chaudhari,Office Supplies,India,Imphal,PO-A1C23BC2,Logistics,2024-11-28,2025-01-27,60,INR,8956.69,0.1042,933.29,PENDING,2024-11-28T18:33:44,0,NONE
INV-005580-3321,VEND-BDC6E8ED,Thaker-Dora Pvt Ltd,IT Services,India,Hospet,PO-0B89F956,Operations,2024-08-28,2024-09-27,30,INR,34945.45,0.18,6290.18,PAID,2024-08-28T09:26:16,0,NONE
INV-010426-00E7,VEND-52C86E00,"Sunder, Kala and Zacharia",Office Supplies,Germany,Aurangabad,PO-CE6E6CAE,Finance,2024-08-21,2024-09-05,15,EUR,15499.38,0.0801,1241.5,PAID,2024-08-21T10:38:52,0,NONE
INV-004181-F0C0,VEND-1371AFCF,Nanda Group & Co,Transportation,China,Singrauli,PO-D5F70A68,Operations,2023-08-16,2023-10-15,60,CNY,16755.99,0.0684,1146.11,PAID,2023-08-16T11:16:04,0,NONE
INV-001743-66D8,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-D9BCAF3D,Logistics,2023-07-07,2023-08-21,45,INR,11720.06,0.07,820.4,PAID,2023-07-07T13:55:07,0,NONE
INV-006486-45DE,VEND-E20F3EAB,"Bains, Randhawa and Kumar Industries",Office Supplies,Germany,Bellary,PO-62F08FEF,IT,2023-02-08,2023-02-23,15,EUR,16116.68,0.073,1176.52,PENDING,2023-02-08T17:00:54,0,NONE
INV-902353-FE9E,VEND-2721C341,Rai Inc,Furniture,India,Hapur,PO-B54A9DB6,Marketing,2023-05-10,2023-08-08,90,INR,1000000.0,0.1298,129800.0,PAID,2023-05-10T15:30:16,1,ROUNDED
INV-002056-D899,VEND-5D10053C,"Chad, Ben and Dugal",Raw Materials,India,Tadipatri,PO-3DB67507,Finance,2024-05-02,2024-05-17,15,INR,199238.5,0.0536,10679.18,APPROVED,2024-05-02T12:40:26,0,NONE
INV-902808-C382,VEND-8DD0B824,Rajagopal PLC Pvt Ltd,Consulting,India,Rourkela,,HR,2024-08-04,2024-09-03,30,INR,1571909.82,0.18,282943.77,PENDING,2024-08-04T15:38:29,1,NEW_VENDOR
INV-900583-4AC4,VEND-62F8E3A7,"Loke, Butala and Samra Pvt Ltd",IT Services,India,Chinsurah,PO-45B0F82D,IT,2024-10-28,2024-11-27,30,INR,445833.21,0.18,80249.98,PENDING,2024-10-28T13:38:53,1,AMOUNT_INFLATION
INV-901462-7C07,VEND-20E51A8E,Lanka-Kari,Machinery,India,Ballia,PO-B8D38011,HR,2024-07-02,2024-08-01,30,INR,488041.33,0.1769,86334.51,APPROVED,2024-07-02T18:12:22.256889,1,BURST
INV-009121-9954,VEND-997C8691,"Kibe, Balay and Choudhary LLC",Raw Materials,China,Surat,PO-1B9A1C9D,Operations,2024-09-26,2024-12-25,90,CNY,371031.82,0.0561,20814.89,PAID,2024-09-26T18:34:35,0,NONE
INV-001372-F792,VEND-204B8102,Sarkar and Sons Traders,Office Supplies,India,Mau,PO-A94B10B0,IT,2023-02-14,2023-03-31,45,INR,15220.13,0.0685,1042.58,APPROVED,2023-02-14T12:15:20,0,NONE
INV-007498-83A0,VEND-F21F2E2E,Patla-Gaba,Maintenance,India,Raichur,PO-76D568C5,Facilities,2024-02-09,2024-02-24,15,INR,14674.92,0.1197,1756.59,OVERDUE,2024-02-09T10:16:29,0,NONE
INV-005362-F3AD,VEND-874D014F,Chaudry-Deo,Packaging,India,Gaya,PO-35217EB0,Finance,2024-07-26,2024-10-24,90,INR,16700.84,0.0616,1028.77,PAID,2024-07-26T15:41:55,0,NONE
INV-000009-98E5,VEND-0ECA9B15,Kumar-Sharaf & Co,Packaging,India,Bangalore,PO-D768654F,Operations,2023-02-08,2023-05-09,90,INR,9453.58,0.0552,521.84,PENDING,2023-02-08T09:38:41,0,NONE
INV-000343-07B0,VEND-D32FBE9C,Suri-Cherian,Office Supplies,India,Mirzapur,PO-C6B0246E,Operations,2023-07-12,2023-08-26,45,INR,6872.39,0.1165,800.63,PAID,2023-07-12T16:15:40,0,NONE
INV-900434-A857,VEND-AA4C6ED6,"Ray, Dubey and Khalsa & Co",Maintenance,USA,Belgaum,PO-0CDDA9FC,R&D,2023-06-26,2023-07-26,30,USD,164366.06,0.1096,18014.52,PENDING,2023-06-26T22:29:14,1,AMOUNT_INFLATION
INV-007722-A60A,VEND-0ECA9B15,Kumar-Sharaf & Co,Packaging,India,Bangalore,PO-6FE0BB6A,Logistics,2024-02-28,2024-05-28,90,INR,12223.12,0.0552,674.72,PAID,2024-02-28T10:06:41,0,NONE
INV-006734-FA93,VEND-7E599758,"Hari, Palla and Panchal Traders",Transportation,India,Noida,PO-F0D4E5DD,IT,2024-08-28,2024-10-12,45,INR,76670.93,0.113,8663.82,APPROVED,2024-08-28T14:45:20,0,NONE
INV-010791-8FCF,VEND-92CC8079,"Kalla, Srinivas and Joshi Enterprises",Transportation,India,Avadi,PO-5198BA71,R&D,2023-12-11,2024-01-25,45,INR,45224.7,0.1105,4997.33,PAID,2023-12-11T15:52:34,0,NONE
INV-902340-2E66,VEND-AAE6367C,"Dubey, Sachdeva and Chaudhary Enterprises",Machinery,India,Tadepalligudem,PO-B42E80BD,Operations,2024-10-01,2024-11-15,45,INR,300000.0,0.1487,44610.0,PAID,2024-10-01T10:04:22,1,ROUNDED
INV-008557-1843,VEND-E0B1C0B1,"Barad, Gill and Sahni & Co",Maintenance,India,Vadodara,PO-64A7CD54,Facilities,2023-01-25,2023-03-26,60,INR,16184.56,0.0518,838.36,PAID,2023-01-25T13:42:14,0,NONE
INV-004428-1BD5,VEND-E20F3EAB,"Bains, Randhawa and Kumar Industries",Office Supplies,Germany,Bellary,PO-1E01EF48,Finance,2024-12-25,2025-01-09,15,EUR,15756.79,0.073,1150.25,PAID,2024-12-25T12:11:23,0,NONE
INV-003059-9B92,VEND-81E4CA13,Kaul Inc Industries,Raw Materials,India,Alwar,PO-16828949,Facilities,2024-02-13,2024-03-14,30,INR,264156.36,0.0845,22321.21,PAID,2024-02-13T17:03:50,0,NONE
INV-006286-34AB,VEND-3D10B80C,Dugar-Setty,Packaging,India,Firozabad,PO-017BA543,Production,2023-05-04,2023-06-03,30,INR,16019.49,0.1085,1738.11,PAID,2023-05-04T15:01:30,0,NONE
INV-001667-88F1,VEND-BEC1FB4C,Saini Ltd,Transportation,India,Bhilwara,PO-834E8642,IT,2023-03-07,2023-06-05,90,INR,18874.87,0.1192,2249.88,PENDING,2023-03-07T16:22:59,0,NONE
INV-004100-6279,VEND-79F553EF,Palla PLC Enterprises,Office Supplies,USA,Raipur,PO-9FBDB616,IT,2024-12-13,2024-12-28,15,USD,8901.59,0.0668,594.63,PAID,2024-12-13T10:17:02,0,NONE
INV-005387-7ABF,VEND-64A9E07C,Ahluwalia LLC,Transportation,India,Karimnagar,PO-DCB14BFC,Operations,2024-09-03,2024-10-03,30,INR,28418.16,0.0516,1466.38,PENDING,2024-09-03T12:26:29,0,NONE
INV-902389-6B9D,VEND-1CF7B5A9,"Dua, Modi and Gala & Co",Consulting,USA,North Dumdum,PO-BEAEA48E,IT,2023-05-03,2023-05-18,15,USD,200000.0,0.18,36000.0,PAID,2023-05-03T19:48:45,1,ROUNDED
INV-003333-A17B,VEND-A9DA0AD9,Memon LLC,Electronics,India,Chinsurah,PO-34CD5787,IT,2023-05-03,2023-06-17,45,INR,18016.77,0.1739,3133.12,PAID,2023-05-03T13:41:15,0,NONE
INV-010704-4110,VEND-D32FBE9C,Suri-Cherian,Office Supplies,India,Mirzapur,PO-C615CD3F,Production,2023-07-10,2023-08-24,45,INR,5883.63,0.1165,685.44,REJECTED,2023-07-10T09:06:40,0,NONE
INV-009673-790E,VEND-FD62D1FF,Kulkarni-Bansal Industries,Machinery,India,Baranagar,PO-AEC87683,Procurement,2023-09-04,2023-10-04,30,INR,440645.81,0.159,70062.68,PAID,2023-09-04T10:37:09,0,NONE
INV-007608-F516,VEND-FBF488A1,"Acharya, Naik and Suresh",Packaging,India,Gorakhpur,PO-67268724,IT,2023-02-14,2023-03-01,15,INR,10118.74,0.0909,919.79,PAID,2023-02-14T17:06:18,0,NONE
INV-004545-806E,VEND-0F261EE0,Ravi Group,Electronics,India,Suryapet,PO-C08C37A0,HR,2024-03-21,2024-06-19,90,INR,23908.95,0.1391,3325.73,PAID,2024-03-21T18:36:09,0,NONE
INV-009945-AA96,VEND-841EE0E4,"Naik, Babu and Ghosh",Office Supplies,India,Faridabad,PO-781F2B98,Facilities,2023-03-13,2023-06-11,90,INR,17414.29,0.115,2002.64,PAID,2023-03-13T15:10:51,0,NONE
INV-901990-DF6A,VEND-0239D12E,"Vyas, Chander and Sampath",Office Supplies,USA,Surat,PO-FAB79800,Logistics,2023-05-07,2023-06-21,45,USD,8719.0,0.0088,76.73,PENDING,2023-05-07T12:00:49,1,TAX
INV-004802-3924,VEND-AF5E422A,Tandon-Grewal Enterprises,Maintenance,India,Agra,PO-70106BC0,Facilities,2024-08-01,2024-09-30,60,INR,17421.63,0.1071,1865.86,PENDING,2024-08-01T13:15:01,0,NONE
INV-004539-B91B,VEND-4568B5E4,Subramaniam-Merchant LLC,Office Supplies,India,Raipur,PO-D9BCAF3D,Logistics,2024-12-03,2025-01-17,45,INR,14663.66,0.07,1026.46,REJECTED,2024-12-03T10:01:48,0,NONE
INV-002205-3B8E,VEND-C4A74026,"Sehgal, Bhakta and Setty Pvt Ltd",Electronics,India,Anand,PO-08D5BA80,Logistics,2023-03-07,2023-03-22,15,INR,20075.16,0.1587,3185.93,OVERDUE,2023-03-07T18:38:05,0,NONE
